"","region_type","region","year","week","weighted_ili","unweighted_ili","age_0_4","age_25_49","age_25_64","age_5_24","age_50_64","age_65","ilitotal","num_of_providers","total_patients","week_start"
"308","States","Oregon",2014,45,NA,0.44891,NA,NA,NA,NA,NA,NA,21,19,4678,NA
"309","States","Pennsylvania",2014,45,NA,1.18687,NA,NA,NA,NA,NA,NA,204,47,17188,NA
"310","States","Rhode Island",2014,45,NA,0.207237,NA,NA,NA,NA,NA,NA,13,19,6273,NA
"311","States","South Carolina",2014,45,NA,0.969485,NA,NA,NA,NA,NA,NA,61,14,6292,NA
"312","States","South Dakota",2014,45,NA,0.886767,NA,NA,NA,NA,NA,NA,52,24,5864,NA
"313","States","Tennessee",2014,45,NA,1.02956,NA,NA,NA,NA,NA,NA,109,47,10587,NA
"314","States","Texas",2014,45,NA,2.31548,NA,NA,NA,NA,NA,NA,885,99,38221,NA
"315","States","Utah",2014,45,NA,1.51435,NA,NA,NA,NA,NA,NA,259,40,17103,NA
"316","States","Vermont",2014,45,NA,1.1477,NA,NA,NA,NA,NA,NA,46,13,4008,NA
"317","States","Virginia",2014,45,NA,1.70635,NA,NA,NA,NA,NA,NA,1282,119,75131,NA
"318","States","Washington",2014,45,NA,0.616406,NA,NA,NA,NA,NA,NA,26,35,4218,NA
"319","States","West Virginia",2014,45,NA,1.05838,NA,NA,NA,NA,NA,NA,188,45,17763,NA
"320","States","Wisconsin",2014,45,NA,2.3772,NA,NA,NA,NA,NA,NA,181,28,7614,NA
"321","States","Wyoming",2014,45,NA,0.605727,NA,NA,NA,NA,NA,NA,33,24,5448,NA
"322","States","Puerto Rico",2014,45,NA,10.6045,NA,NA,NA,NA,NA,NA,514,6,4847,NA
"323","States","Virgin Islands",2014,45,NA,6.84932,NA,NA,NA,NA,NA,NA,25,1,365,NA
"324","States","New York City",2014,45,NA,1.87235,NA,NA,NA,NA,NA,NA,1884,95,100622,NA
"325","States","Alabama",2014,46,NA,3.95533,NA,NA,NA,NA,NA,NA,510,28,12894,NA
"326","States","Alaska",2014,46,NA,3.14843,NA,NA,NA,NA,NA,NA,42,8,1334,NA
"327","States","Arizona",2014,46,NA,1.1259,NA,NA,NA,NA,NA,NA,318,60,28244,NA
"328","States","Arkansas",2014,46,NA,1.53528,NA,NA,NA,NA,NA,NA,89,19,5797,NA
"329","States","California",2014,46,NA,2.21797,NA,NA,NA,NA,NA,NA,858,141,38684,NA
"330","States","Colorado",2014,46,NA,0.42123,NA,NA,NA,NA,NA,NA,15,5,3561,NA
"331","States","Connecticut",2014,46,NA,2.11506,NA,NA,NA,NA,NA,NA,75,14,3546,NA
"332","States","Delaware",2014,46,NA,0.0569801,NA,NA,NA,NA,NA,NA,1,7,1755,NA
"333","States","District of Columbia",2014,46,NA,5.93824,NA,NA,NA,NA,NA,NA,150,2,2526,NA
"334","States","Florida",2014,46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","States","Georgia",2014,46,NA,1.72023,NA,NA,NA,NA,NA,NA,402,35,23369,NA
"336","States","Hawaii",2014,46,NA,5.19622,NA,NA,NA,NA,NA,NA,143,20,2752,NA
"337","States","Idaho",2014,46,NA,1.64349,NA,NA,NA,NA,NA,NA,52,10,3164,NA
"338","States","Illinois",2014,46,NA,2.16649,NA,NA,NA,NA,NA,NA,1212,96,55943,NA
"339","States","Indiana",2014,46,NA,1.03026,NA,NA,NA,NA,NA,NA,95,37,9221,NA
"340","States","Iowa",2014,46,NA,0.231332,NA,NA,NA,NA,NA,NA,79,18,34150,NA
"341","States","Kansas",2014,46,NA,1.18789,NA,NA,NA,NA,NA,NA,82,31,6903,NA
"342","States","Kentucky",2014,46,NA,0.197481,NA,NA,NA,NA,NA,NA,45,19,22787,NA
"343","States","Louisiana",2014,46,NA,3.31273,NA,NA,NA,NA,NA,NA,1624,81,49023,NA
"344","States","Maine",2014,46,NA,1.34328,NA,NA,NA,NA,NA,NA,72,30,5360,NA
"345","States","Maryland",2014,46,NA,0.855491,NA,NA,NA,NA,NA,NA,111,23,12975,NA
"346","States","Massachusetts",2014,46,NA,0.881402,NA,NA,NA,NA,NA,NA,248,50,28137,NA
"347","States","Michigan",2014,46,NA,0.54948,NA,NA,NA,NA,NA,NA,103,50,18745,NA
"348","States","Minnesota",2014,46,NA,0.775054,NA,NA,NA,NA,NA,NA,43,16,5548,NA
"349","States","Mississippi",2014,46,NA,3.15941,NA,NA,NA,NA,NA,NA,614,53,19434,NA
"350","States","Missouri",2014,46,NA,1.616,NA,NA,NA,NA,NA,NA,118,23,7302,NA
"351","States","Montana",2014,46,NA,0.138696,NA,NA,NA,NA,NA,NA,4,11,2884,NA
"352","States","Nebraska",2014,46,NA,0.684671,NA,NA,NA,NA,NA,NA,18,15,2629,NA
"353","States","Nevada",2014,46,NA,0.814036,NA,NA,NA,NA,NA,NA,103,30,12653,NA
"354","States","New Hampshire",2014,46,NA,0.241935,NA,NA,NA,NA,NA,NA,12,27,4960,NA
"355","States","New Jersey",2014,46,NA,1.76267,NA,NA,NA,NA,NA,NA,194,26,11006,NA
"356","States","New Mexico",2014,46,NA,1.26371,NA,NA,NA,NA,NA,NA,136,26,10762,NA
